id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,temperature,fuel_price,cpi,unemployment,sell_price,day_of_month,week_of_year,quarter,is_weekend,is_event,snap
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_732,16,2025-01-01,2025_01,Wednesday,3,1,2025,NewYear,National,,,1,0,1,50.7,3.16,307.9,4.56,4.76,1,1,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_733,20,2025-01-02,2025_01,Thursday,4,1,2025,,,,,1,0,1,53.2,2.97,307.91,4.58,4.76,2,1,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_734,17,2025-01-03,2025_01,Friday,5,1,2025,,,,,1,0,1,49.6,3.03,308.55,4.59,4.76,3,1,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_735,15,2025-01-04,2025_01,Saturday,6,1,2025,,,,,1,0,1,52.0,3.11,308.53,4.5,4.76,4,1,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_736,21,2025-01-05,2025_01,Sunday,7,1,2025,,,,,1,0,1,51.5,3.06,308.34,4.5,5.05,5,1,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_737,16,2025-01-06,2025_02,Monday,1,1,2025,,,,,1,0,1,54.7,2.97,307.71,4.53,5.05,6,2,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_738,18,2025-01-07,2025_02,Tuesday,2,1,2025,,,,,1,0,1,54.9,3.1,308.14,4.53,5.05,7,2,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_739,16,2025-01-08,2025_02,Wednesday,3,1,2025,,,,,0,0,0,42.9,3.12,307.99,4.55,5.05,8,2,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_740,19,2025-01-09,2025_02,Thursday,4,1,2025,,,,,0,0,0,39.9,3.08,308.65,4.62,5.05,9,2,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_741,15,2025-01-10,2025_02,Friday,5,1,2025,,,,,0,0,0,56.2,3.1,308.79,4.58,5.05,10,2,1,0,1,0
