id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,temperature,fuel_price,cpi,unemployment,sell_price,day_of_month,week_of_year,quarter,is_weekend,is_event,snap
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_1,16,2023-01-01,2022_52,Sunday,7,1,2023,NewYear,National,,,1,0,1,51.9,3.16,294.6,4.54,4.77,1,52,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_2,11,2023-01-02,2023_01,Monday,1,1,2023,,,,,1,0,1,45.3,3.08,295.03,4.51,4.77,2,1,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_3,16,2023-01-03,2023_01,Tuesday,2,1,2023,,,,,1,0,1,54.3,3.12,295.11,4.56,4.77,3,1,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_4,24,2023-01-04,2023_01,Wednesday,3,1,2023,,,,,1,0,1,55.3,3.15,294.31,4.59,4.77,4,1,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_5,22,2023-01-05,2023_01,Thursday,4,1,2023,,,,,1,0,1,40.9,3.14,295.0,4.55,4.77,5,1,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_6,12,2023-01-06,2023_01,Friday,5,1,2023,,,,,1,0,1,44.3,3.11,295.1,4.61,4.77,6,1,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_7,16,2023-01-07,2023_01,Saturday,6,1,2023,,,,,1,0,1,51.5,3.11,295.02,4.55,4.77,7,1,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_8,15,2023-01-08,2023_01,Sunday,7,1,2023,,,,,0,0,0,49.4,3.11,294.8,4.61,4.82,8,1,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_9,16,2023-01-09,2023_02,Monday,1,1,2023,,,,,0,0,0,51.0,2.99,294.93,4.61,4.82,9,2,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_10,14,2023-01-10,2023_02,Tuesday,2,1,2023,,,,,0,0,0,46.9,3.14,295.09,4.59,4.82,10,2,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_11,12,2023-01-11,2023_02,Wednesday,3,1,2023,,,,,0,0,0,55.7,2.98,295.22,4.57,4.82,11,2,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_12,14,2023-01-12,2023_02,Thursday,4,1,2023,,,,,0,0,0,55.3,3.03,295.44,4.6,4.82,12,2,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_13,18,2023-01-13,2023_02,Friday,5,1,2023,,,,,0,0,0,51.9,3.2,295.65,4.63,4.82,13,2,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_14,17,2023-01-14,2023_02,Saturday,6,1,2023,,,,,0,0,0,57.3,3.17,295.12,4.7,4.82,14,2,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_15,23,2023-01-15,2023_02,Sunday,7,1,2023,,,,,0,0,0,54.2,3.23,295.07,4.65,4.96,15,2,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_16,15,2023-01-16,2023_03,Monday,1,1,2023,,,,,0,0,0,47.7,3.09,295.45,4.65,4.96,16,3,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_17,12,2023-01-17,2023_03,Tuesday,2,1,2023,,,,,0,0,0,53.9,3.03,295.53,4.76,4.96,17,3,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_18,20,2023-01-18,2023_03,Wednesday,3,1,2023,,,,,0,0,0,47.4,3.11,295.13,4.64,4.96,18,3,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_19,18,2023-01-19,2023_03,Thursday,4,1,2023,,,,,0,0,0,56.8,3.14,295.64,4.64,4.96,19,3,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_20,18,2023-01-20,2023_03,Friday,5,1,2023,,,,,0,0,0,52.3,3.15,295.73,4.65,4.96,20,3,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_21,17,2023-01-21,2023_03,Saturday,6,1,2023,,,,,0,0,0,51.8,3.24,295.88,4.57,4.96,21,3,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_22,17,2023-01-22,2023_03,Sunday,7,1,2023,,,,,0,0,0,49.5,3.12,296.09,4.6,4.72,22,3,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_23,20,2023-01-23,2023_04,Monday,1,1,2023,,,,,0,0,0,59.2,3.19,295.05,4.6,4.72,23,4,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_24,19,2023-01-24,2023_04,Tuesday,2,1,2023,,,,,0,0,0,52.4,3.08,295.42,4.66,4.72,24,4,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_25,18,2023-01-25,2023_04,Wednesday,3,1,2023,,,,,0,0,0,51.3,3.21,295.44,4.62,4.72,25,4,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_26,12,2023-01-26,2023_04,Thursday,4,1,2023,,,,,0,0,0,51.8,3.18,295.41,4.63,4.72,26,4,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_27,25,2023-01-27,2023_04,Friday,5,1,2023,,,,,0,0,0,56.4,3.12,295.21,4.68,4.72,27,4,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_28,30,2023-01-28,2023_04,Saturday,6,1,2023,,,,,0,0,0,55.8,3.17,294.89,4.67,4.72,28,4,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_29,15,2023-01-29,2023_04,Sunday,7,1,2023,,,,,0,0,0,56.2,3.18,295.54,4.62,5.16,29,4,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_30,16,2023-01-30,2023_05,Monday,1,1,2023,,,,,0,0,0,56.5,3.18,295.21,4.6,5.16,30,5,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_31,27,2023-01-31,2023_05,Tuesday,2,1,2023,,,,,0,0,0,65.3,3.35,295.57,4.69,5.16,31,5,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_32,15,2023-02-01,2023_05,Wednesday,3,2,2023,,,,,1,1,1,52.7,3.2,295.24,4.68,5.16,1,5,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_33,17,2023-02-02,2023_05,Thursday,4,2,2023,,,,,1,1,1,52.4,3.2,295.14,4.56,5.16,2,5,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_34,20,2023-02-03,2023_05,Friday,5,2,2023,,,,,1,1,1,51.1,3.06,295.69,4.62,5.16,3,5,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_35,26,2023-02-04,2023_05,Saturday,6,2,2023,,,,,1,1,1,58.5,3.16,295.67,4.65,5.16,4,5,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_36,12,2023-02-05,2023_05,Sunday,7,2,2023,,,,,1,1,1,61.3,3.22,295.86,4.68,5.01,5,5,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_37,15,2023-02-06,2023_06,Monday,1,2,2023,,,,,1,1,1,55.3,3.19,296.52,4.69,5.01,6,6,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_38,21,2023-02-07,2023_06,Tuesday,2,2,2023,,,,,1,1,1,51.9,3.36,295.78,4.66,5.01,7,6,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_39,19,2023-02-08,2023_06,Wednesday,3,2,2023,,,,,0,0,0,52.2,3.24,295.88,4.67,5.01,8,6,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_40,18,2023-02-09,2023_06,Thursday,4,2,2023,,,,,0,0,0,59.8,3.36,295.27,4.65,5.01,9,6,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_41,19,2023-02-10,2023_06,Friday,5,2,2023,,,,,0,0,0,60.5,3.27,295.21,4.61,5.01,10,6,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_42,27,2023-02-11,2023_06,Saturday,6,2,2023,,,,,0,0,0,59.8,3.27,296.37,4.63,5.01,11,6,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_43,20,2023-02-12,2023_06,Sunday,7,2,2023,,,,,0,0,0,54.0,3.27,295.39,4.65,5.18,12,6,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_44,22,2023-02-13,2023_07,Monday,1,2,2023,,,,,0,0,0,58.7,3.28,295.36,4.65,5.18,13,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_45,17,2023-02-14,2023_07,Tuesday,2,2,2023,Valentines,National,,,0,0,0,58.4,3.43,295.78,4.55,5.18,14,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_46,10,2023-02-15,2023_07,Wednesday,3,2,2023,,,,,0,0,0,59.2,3.11,295.77,4.63,5.18,15,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_47,21,2023-02-16,2023_07,Thursday,4,2,2023,,,,,0,0,0,62.7,3.14,295.47,4.65,5.18,16,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_48,17,2023-02-17,2023_07,Friday,5,2,2023,,,,,0,0,0,59.7,3.26,295.72,4.64,5.18,17,7,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_49,20,2023-02-18,2023_07,Saturday,6,2,2023,,,,,0,0,0,62.2,3.31,296.36,4.64,5.18,18,7,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_50,20,2023-02-19,2023_07,Sunday,7,2,2023,,,,,0,0,0,59.5,3.37,295.56,4.67,4.91,19,7,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_51,15,2023-02-20,2023_08,Monday,1,2,2023,,,,,0,0,0,60.8,3.36,295.34,4.6,4.91,20,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_52,13,2023-02-21,2023_08,Tuesday,2,2,2023,,,,,0,0,0,62.8,3.3,296.3,4.57,4.91,21,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_53,21,2023-02-22,2023_08,Wednesday,3,2,2023,,,,,0,0,0,52.7,3.42,296.13,4.63,4.91,22,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_54,10,2023-02-23,2023_08,Thursday,4,2,2023,,,,,0,0,0,58.6,3.42,295.71,4.69,4.91,23,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_55,31,2023-02-24,2023_08,Friday,5,2,2023,,,,,0,0,0,58.1,3.36,295.34,4.73,4.91,24,8,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_56,22,2023-02-25,2023_08,Saturday,6,2,2023,,,,,0,0,0,57.6,3.43,295.69,4.69,4.91,25,8,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_57,12,2023-02-26,2023_08,Sunday,7,2,2023,,,,,0,0,0,59.7,3.38,295.99,4.58,4.95,26,8,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_58,22,2023-02-27,2023_09,Monday,1,2,2023,,,,,0,0,0,68.8,3.32,296.49,4.64,4.95,27,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_59,15,2023-02-28,2023_09,Tuesday,2,2,2023,,,,,0,0,0,57.3,3.42,295.63,4.66,4.95,28,9,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_60,15,2023-03-01,2023_09,Wednesday,3,3,2023,,,,,1,1,1,66.8,3.38,296.03,4.66,4.95,1,9,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_61,27,2023-03-02,2023_09,Thursday,4,3,2023,,,,,1,1,1,53.8,3.38,296.35,4.67,4.95,2,9,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_62,22,2023-03-03,2023_09,Friday,5,3,2023,,,,,1,1,1,60.8,3.5,295.15,4.6,4.95,3,9,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_63,24,2023-03-04,2023_09,Saturday,6,3,2023,,,,,1,1,1,63.6,3.19,296.53,4.65,4.95,4,9,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_64,22,2023-03-05,2023_09,Sunday,7,3,2023,,,,,1,1,1,66.0,3.28,295.66,4.67,4.93,5,9,1,1,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_65,14,2023-03-06,2023_10,Monday,1,3,2023,,,,,1,1,1,67.0,3.3,296.28,4.68,4.93,6,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_66,10,2023-03-07,2023_10,Tuesday,2,3,2023,,,,,1,1,1,67.7,3.37,296.27,4.6,4.93,7,10,1,0,1,1
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_67,20,2023-03-08,2023_10,Wednesday,3,3,2023,,,,,0,0,0,62.3,3.39,296.62,4.62,4.93,8,10,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_68,20,2023-03-09,2023_10,Thursday,4,3,2023,,,,,0,0,0,62.0,3.29,296.43,4.5,4.93,9,10,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_69,19,2023-03-10,2023_10,Friday,5,3,2023,,,,,0,0,0,68.9,3.34,295.27,4.61,4.93,10,10,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_70,31,2023-03-11,2023_10,Saturday,6,3,2023,,,,,0,0,0,64.0,3.35,295.93,4.61,4.93,11,10,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_71,23,2023-03-12,2023_10,Sunday,7,3,2023,,,,,0,0,0,58.8,3.62,296.32,4.58,5.13,12,10,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_72,18,2023-03-13,2023_11,Monday,1,3,2023,,,,,0,0,0,59.9,3.58,296.2,4.64,5.13,13,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_73,16,2023-03-14,2023_11,Tuesday,2,3,2023,,,,,0,0,0,61.2,3.4,296.49,4.63,5.13,14,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_74,15,2023-03-15,2023_11,Wednesday,3,3,2023,,,,,0,0,0,68.6,3.41,296.63,4.52,5.13,15,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_75,15,2023-03-16,2023_11,Thursday,4,3,2023,,,,,0,0,0,67.2,3.35,296.58,4.64,5.13,16,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_76,26,2023-03-17,2023_11,Friday,5,3,2023,,,,,0,0,0,70.2,3.3,296.26,4.58,5.13,17,11,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_77,20,2023-03-18,2023_11,Saturday,6,3,2023,,,,,0,0,0,64.9,3.44,295.63,4.65,5.13,18,11,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_78,24,2023-03-19,2023_11,Sunday,7,3,2023,,,,,0,0,0,68.2,3.38,296.2,4.56,5.11,19,11,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_79,19,2023-03-20,2023_12,Monday,1,3,2023,,,,,0,0,0,70.8,3.45,296.57,4.62,5.11,20,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_80,14,2023-03-21,2023_12,Tuesday,2,3,2023,,,,,0,0,0,66.5,3.34,295.99,4.61,5.11,21,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_81,24,2023-03-22,2023_12,Wednesday,3,3,2023,,,,,0,0,0,70.6,3.41,296.69,4.63,5.11,22,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_82,19,2023-03-23,2023_12,Thursday,4,3,2023,,,,,0,0,0,65.3,3.48,296.82,4.62,5.11,23,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_83,19,2023-03-24,2023_12,Friday,5,3,2023,,,,,0,0,0,67.1,3.51,296.53,4.6,5.11,24,12,1,0,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_84,16,2023-03-25,2023_12,Saturday,6,3,2023,,,,,0,0,0,67.3,3.51,295.27,4.53,5.11,25,12,1,1,1,0
FOODS_1_001_CA_1,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_85,17,2023-03-26,2023_12,Sunday,7,3,2023,,,,,0,0,0,63.6,3.38,296.0,4.54,5.05,26,12,1,1,1,0
